1.957040,-0.004666,0.116907,-0.000000
1.960270,-0.005918,0.148282,-0.000000
1.962730,-0.006911,0.173162,-0.000000
1.967030,-0.007936,0.198842,-0.000000
1.969740,-0.008997,0.225421,-0.000000
1.975500,-0.010265,0.257195,-0.000000
1.984220,-0.011481,0.287671,-0.000000
1.991150,-0.012678,0.317647,-0.000000
1.997160,-0.013699,0.343227,-0.000000
2.004400,-0.014859,0.372304,-0.000000
2.011600,-0.015880,0.397883,-0.000000
2.021000,-0.016929,0.424162,-0.000000
2.040100,-0.017974,0.450341,-0.000000
2.069900,-0.017392,0.435753,-0.000000
2.082600,-0.016710,0.418667,-0.000000
2.097100,-0.015816,0.396284,-0.000000
2.110300,-0.014851,0.372104,-0.000000
2.121200,-0.013974,0.350121,-0.000000
2.130800,-0.013129,0.328938,-0.000000
2.140400,-0.012259,0.307155,-0.000000
2.150300,-0.011099,0.278079,-0.000000
2.165700,-0.009854,0.246903,-0.000000
2.172700,-0.009001,0.225520,-0.000000
2.184300,-0.007777,0.194845,-0.000000
2.194600,-0.006548,0.164069,-0.000000
2.201800,-0.005424,0.135892,-0.000000
2.209000,-0.004339,0.108713,-0.000000
2.216300,-0.003216,0.080586,-0.000000
2.223500,-0.002118,0.053078,-0.000000
2.229500,-0.001249,0.031305,-0.000000
2.239900,-0.000078,0.001956,-0.000000
2.250000,0.001384,-0.034682,0.000000
2.257200,0.002299,-0.057604,0.000000
2.264400,0.003227,-0.080846,0.000000
2.272800,0.004267,-0.106915,0.000000
2.284200,0.005272,-0.132095,0.000000
2.301500,0.006050,-0.151579,0.000000
2.334200,0.005743,-0.143885,0.000000
2.362000,0.005236,-0.131196,0.000000
2.384800,0.004594,-0.115108,0.000000
2.410100,0.003777,-0.094635,0.000000
2.432900,0.002965,-0.074301,0.000000
2.455800,0.002126,-0.053278,0.000000
2.481100,0.001240,-0.031075,0.000000
2.507600,0.000378,-0.009463,0.000000
2.530100,-0.000276,0.006908,-0.000000
2.560600,-0.000951,0.023831,-0.000000
2.588000,-0.001139,0.028547,-0.000000
2.613500,-0.001066,0.026709,-0.000000
2.640000,-0.001017,0.025490,-0.000000
2.666500,-0.000845,0.021183,-0.000000
2.693000,-0.000642,0.016077,-0.000000
2.719500,-0.000397,0.009956,-0.000000
2.750800,-0.000134,0.003358,-0.000000
2.777200,0.000110,-0.002766,0.000000
2.803700,0.000171,-0.004285,0.000000
2.830200,0.000175,-0.004374,0.000000
2.853900,-0.000058,0.001448,-0.000000
2.877530,-0.000058,0.001448,-0.000000
2.889780,-0.000818,0.020494,-0.000000
2.898800,-0.002294,0.057474,-0.000000
